id,companyName,url,industry,employeeCount,challenges,reasons,effects,fullText,createdAt,usageScale
60016,株式会社山崎組,https://www.officedeyasai.jp/interview/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e5%b1%b1%e5%b4%8e%e7%b5%84/,製造・建設,1,"[""食環境を充実させたい"",""社内コミュニケーションを活性化したい"",""従業員の健康的な食事を支援したい""]","[""休憩スペースを作り、コミュニケーションの場に活用できると感じた"",""小腹を満たせて、健康的であり会社の福利厚生として支援出来るサービスだった""]","[""食の福利厚生に力を入れることで採用の差別化ポイントになった""]","
## [16] 「株式会社山崎組」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be%e5%b1%b1%e5%b4%8e%e7%b5%84/

課題
食環境を充実させたい
社内コミュニケーションを活性化したい
従業員の健康的な食事を支援したい
決め手
休憩スペースを作り、コミュニケーションの場に活用できると感じた
小腹を満たせて、健康的であり会社の福利厚生として支援出来るサービスだった
効果
食の福利厚生に力を入れることで採用の差別化ポイントになった
業務上、会社の外に出れない社員の食事を担保できるようになった
社員のコミュニケーションが活性化した
従業員の食の課題を企業が解決！健康を支える福利厚生
従業員の野菜不足など、食生活への課題を感じる企業に多くご利用いただいているOFFICE DE YASAI（オフィスで野菜）ですが、ラインナップされる商品は男女問わず好評をいただいています。
今回インタビュ",2025-10-30 11:50:54,11〜50名
60017,株式会社JACリクルートメント,https://www.officedeyasai.jp/interview/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%bejac%e3%83%aa%e3%82%af%e3%83%ab%e3%83%bc%e3%83%88%e3%83%a1%e3%83%b3%e3%83%88/,金融,,"[""従業員の健康的な食事を支援したい"",""健康経営を推進したい""]","[""社内で手軽に野菜などの健康的な食事ができることで社員の健康診断結果の課題を解決"",""調理不要で導入コストも抑えられること""]","[""健康診断結果の課題を受けて導入したことで、社員の健康に対する意識が高まった""]","
## [17] 「株式会社JACリクルートメント」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%bejac%e3%83%aa%e3%82%af%e3%83%ab%e3%83%bc%e3%83%88%e3%83%a1%e3%83%b3%e3%83%88/

課題
従業員の健康的な食事を支援したい
健康経営を推進したい
決め手
社内で手軽に野菜などの健康的な食事ができることで社員の健康診断結果の課題を解決
調理不要で導入コストも抑えられること
効果
健康診断結果の課題を受けて導入したことで、社員の健康に対する意識が高まった
調理不要で、社内でヘルシーな商品を手軽に食べられるようになり、健康的な食習慣の形成に繋がった。
社員に好評で導入拠点が全国4拠点に広がり、より多くの社員が健康的な食事をとれるようになった。
社内喫煙率0% – ホワイト500受賞の人材紹介会社が挑む社員の健康増進のための取り組みとは
株",2025-10-30 11:50:54,"501〜1,000名"
60018,株式会社WOWOW,https://www.officedeyasai.jp/interview/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%bewowow/,金融,,"[""食環境を充実させたい"",""従業員の健康的な食事を支援したい"",""健康経営を推進したい""]","[""経済産業省主催の「健康経営度調査」の結果の数値が想定よりも良くなかった"",""「いつでも」「誰でも」「手軽に」利用できる健康的な福利厚生だと、魅力に感じた。""]","[""天気が悪い日にわざわざオフィスを出ることなく食事ができる""]","
## [18] 「株式会社WOWOW」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%bewowow/

課題
食環境を充実させたい
従業員の健康的な食事を支援したい
健康経営を推進したい
決め手
経済産業省主催の「健康経営度調査」の結果の数値が想定よりも良くなかった
「いつでも」「誰でも」「手軽に」利用できる健康的な福利厚生だと、魅力に感じた。
効果
天気が悪い日にわざわざオフィスを出ることなく食事ができる
女性社員から「旬の食べ物がオフィスにあるのは嬉しい」という声があった
届く商品がヘルシーなものばかりなので外食より罪悪感がない
WOWOW健康経営チームが選んだ“自社にフィットする施策”はOFFICE DE YASAI
従業員満足度を向上するための打ち手のひとつである福利厚生。社員食堂からジムの費用支援制度、レジャー施設の優待券など、あまりにも種類が多すぎて、自社にフィットした福利厚生を選ぶ方法が",2025-10-30 11:50:54,101〜500名
60019,矢作建設工業株式会社,https://www.officedeyasai.jp/interview/%e7%9f%a2%e4%bd%9c%e5%bb%ba%e8%a8%ad%e5%b7%a5%e6%a5%ad%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be/,製造・建設,,"[""社内コミュニケーションを活性化したい"",""従業員の健康的な食事を支援したい""]","[""コミュニケーションの交流の場に活用できると感じた"",""食事面から健康を意識するきっかけづくりになると感じた"",""健康的な野菜やフルーツなどに魅力に感じた""]","[""リフレッシュスペースの利用増加・納品前日に冷蔵庫が空になるほど好評""]","
## [19] 「矢作建設工業株式会社」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/%e7%9f%a2%e4%bd%9c%e5%bb%ba%e8%a8%ad%e5%b7%a5%e6%a5%ad%e6%a0%aa%e5%bc%8f%e4%bc%9a%e7%a4%be/

課題
社内コミュニケーションを活性化したい
従業員の健康的な食事を支援したい
決め手
コミュニケーションの交流の場に活用できると感じた
食事面から健康を意識するきっかけづくりになると感じた
健康的な野菜やフルーツなどに魅力に感じた
効果
リフレッシュスペースの利用増加・納品前日に冷蔵庫が空になるほど好評
これまで接点のなかった部署の人とコミュニケーションをとる場になりつつあり、OFFICE DE YASAIがコミュニケーション材料になっている
アフターコロナを見据えた”交流の場”づくりを支える福利厚生とは？
健康経営やアフターコロナを見据えて、再度社員の食に向き合う企業が増えています。
今回インタビュ",2025-10-30 11:50:55,101〜500名
60020,医療法人社団せいおう会 鶯谷健診センター,https://www.officedeyasai.jp/interview/%e9%b6%af%e8%b0%b7%e5%81%a5%e8%a8%ba%e3%82%bb%e3%83%b3%e3%82%bf%e3%83%bc%e6%a7%98/,医療・ヘルスケア,,"[""食環境を充実させたい"",""社内コミュニケーションを活性化したい"",""健康経営を推進したい""]","[""健康経営の取り組みの一貫として活用できると感じた"",""商品が健康的で、種類が多かった""]","[""意識的に食事に野菜を取り入れる社員が増えた""]","
## [20] 「医療法人社団せいおう会 鶯谷健診センター」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/%e9%b6%af%e8%b0%b7%e5%81%a5%e8%a8%ba%e3%82%bb%e3%83%b3%e3%82%bf%e3%83%bc%e6%a7%98/

課題
食環境を充実させたい
社内コミュニケーションを活性化したい
健康経営を推進したい
決め手
健康経営の取り組みの一貫として活用できると感じた
商品が健康的で、種類が多かった
効果
意識的に食事に野菜を取り入れる社員が増えた
社員のコミュニケーションのきっかけになっている
「ホワイト500」認定の医療機関が健康経営を目指す理由
ホワイト500(健康経営優良法人)を五つ星評価で獲得！
東京都鶯谷で、人間ドックを始めとした健康診断サービスを提供している、医療法人社団せいおう会 鶯谷健診センター。
鶯谷健診センターでは、
「予防医療現場で働く医療従事者こそ、心身ともに健康で、笑顔で働くことのできる職場で",2025-10-30 11:50:55,51名〜100名
60021,株式会社エイ・エム・シィ,https://www.officedeyasai.jp/interview/amc-inc/,製造・建設,50,[],[],[],"
## [21] 「株式会社エイ・エム・シィ」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/amc-inc/

働く環境によっては、近くに飲食店やコンビニがなく、ランチタイムに困ってしまうことがあります。そんな状況では、従業員が自らお弁当を用意するしかなく、忙しい朝に手間がかかってしまうのが現実です。また、業務の都合上、休憩時間をまとめて1時間確保できない会社も少なくありません。このような場合、短い時間でサッと食事を済ませられる環境が求められます。
今回は、そんな悩みを抱えていた株式会社エイ・エム・シィにインタビューを実施。実際にOFFICE DE YASAI（オフィスで野菜）の導入を検討するに至った背景や、導入前に感じていた課題、そして導入後に現れた変化や従業員からの反響について、詳しくお話を伺いました。
食事環境を見直すことは、従業員満足度や業務効率にも直結する重要なテーマです。
株式会社エイ・エム・シィがどのような課題を乗り越え、どのような効果を実感したのか、その",2025-10-30 11:50:55,11〜50名
60022,アパグループ株式会社,https://www.officedeyasai.jp/interview/apahotel/,不動産,2,"[""コミュニケーション活性化"",""健康経営への取り組み"",""食環境の充実""]","[""保存が利く冷凍食品の取り扱いや豊富なラインナップ、導入のしやすさが決め手となり、全国223拠点という大規模な導入を決定。""]","[""導入後は高い利用率を誇っている。""]","
## [22] 「アパグループ株式会社」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/apahotel/

課題
コミュニケーション活性化
健康経営への取り組み
食環境の充実
決め手
保存が利く冷凍食品の取り扱いや豊富なラインナップ、導入のしやすさが決め手となり、全国223拠点という大規模な導入を決定。
効果
導入後は高い利用率を誇っている。
従業員の健康
満足度・チームの一体感を同時に高める、ホテル業に適した福利厚生として好評。
全国の「アパホテル」を運営するアパグループにて、この度
全国
223
拠点（2025年4月4日時点）
にOFFICE DE YASAI（オフィスで野菜）のサービスを導入いただきました。
これほどまでの大規模な導入はOFFICE DE YASAIとしても初となりますが、アパグループがこのような大規模導入に踏み切った背景には、どのような課題があったのでしょうか。
アパグループで働く従業員の抱える悩みと、導入の背景、そして導入後の変化について、詳",2025-10-30 11:50:55,101〜500名
60023,アパホテル＆リゾート〈東京ベイ幕張〉,https://www.officedeyasai.jp/interview/apahotel_makuhari/,飲食・食品,,"[""仕事中のリフレッシュ"",""健康経営への取り組み"",""食環境の充実""]","[""福利厚生として、外出せずに食事を購入できる手段として導入。""]","[""栄養バランスの良いメニューによって、日々の食事の質が向上。""]","
## [23] 「アパホテル＆リゾート〈東京ベイ幕張〉」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/apahotel_makuhari/

課題
仕事中のリフレッシュ
健康経営への取り組み
食環境の充実
決め手
福利厚生として、外出せずに食事を購入できる手段として導入。
効果
栄養バランスの良いメニューによって、日々の食事の質が向上。
移動や着替えの手間がなくなり、休憩時間を有効に使えるように。
従業員同士のコミュニケーション促進にもつながっている。
アパホテルネットワークとして全国最大の922ホテル・131,324室（2025年4月4日時点、建築・設計中、海外、FC、アパ直参画ホテルを含む)を展開するアパグループ。
その中でも、JR京葉線｢海浜幕張駅」にほど近い場所に建つ、アパホテル＆リゾート〈東京ベイ幕張〉にインタビューを実施しました。
同社では、昼食のために日常的にコンビニを利用しており、それによる健康への不安を感じていました。
また、勤務中は制服着用という状",2025-10-30 11:50:55,101〜500名
60024,ブロードマインド株式会社,https://www.officedeyasai.jp/interview/b-minded/,不動産,40,[],[],[],"
## [24] 「ブロードマインド株式会社」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/b-minded/

SNSマーケティングやコンサルティングなど、スピード感と柔軟性が求められる現場では、従業員のライフスタイルや健康管理にも新たな工夫が必要になっています。特に若い従業員の多い企業では、偏った食生活への課題を抱えるケースも少なくありません。
今回は、金融コンサルティングを中心に全国で事業を展開するブロードマインド株式会社にインタビューを実施しました。
新卒採用が活発で、若手従業員が多く在籍する同社が「OFFICE DE YASAI（オフィスで野菜）」を導入した背景や、導入後に感じたリアルな変化について詳しくお話を伺いました。
ブロードマインド株式会社にインタビュー
―まずは、御社の事業や従業員構成について教えてください。
弊社は、保険や住宅ローン、証券、不動産といった金融分野を横断的に扱う金融コンサルティング企業です。
東京本社をはじめ、大阪・名古屋・金沢・福岡",2025-10-30 11:50:56,101〜500名
60025,ベルフェイス株式会社,https://www.officedeyasai.jp/interview/bellface/,IT・テクノロジー,40,"[""食環境を充実させたい"",""社内コミュニケーションを活性化したい""]","[""健康的な食事をオフィスで手軽に取ることが出来る"",""野菜を摂取することにまず、重点を置いていた""]","[""もともと昼食でカップラーメンばかりを食べていた従業員も、積極的に野菜を食べるようになった""]","
## [25] 「ベルフェイス株式会社」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/bellface/

課題
食環境を充実させたい
社内コミュニケーションを活性化したい
決め手
健康的な食事をオフィスで手軽に取ることが出来る
野菜を摂取することにまず、重点を置いていた
効果
もともと昼食でカップラーメンばかりを食べていた従業員も、積極的に野菜を食べるようになった
「オフィスで野菜」をきっかけにコミュニケーションの量が増えた
OFFICE DE YASAI活用法 & コロナ禍の働き方支援とは？
1,900拠点以上の導入実績（2020年9月時点）を持つOFFICE DE YASAI（オフィスで野菜）。
今回は導入企業のひとつであるベルフェイス株式会社に、サービス利用についてのインタビューを実施すべく、本社オフィスのある渋谷スクランブルスクエアを訪れました。
ベルフェイス株式会社では、1年半ほど前からOFFICE DE YASAI（オフィスで野菜）を利用いただいています",2025-10-30 11:50:56,101〜500名
60026,Blessing,https://www.officedeyasai.jp/interview/blessing/,飲食・食品,,"[""食環境を充実させたい""]","[""欠食を避けることに効果的"",""試食セットが美味しかったため"",""商談から契約に至るまでの対応の良さ""]","[""簡単に合間に食事を取ることができるようになった""]","
## [26] 「Blessing」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/blessing/

課題
食環境を充実させたい
決め手
欠食を避けることに効果的
試食セットが美味しかったため
商談から契約に至るまでの対応の良さ
効果
簡単に合間に食事を取ることができるようになった
既製品をアレンジして食べるという楽しみ方や選択肢も広がった
今回インタビューをさせていただいたのは、料理研究家であり「Blessing（ブリージング）」の代表を務める岩本友恵様と、「ハラグチ　ル・レストラン」オーナーシェフの原口広様です。
現在、Blessingの岩本様が導入されたOFFICE DE YASAI（オフィスで野菜）を、同じビルにテナントを構える原口様、そして同ビルでパーソナルトレーニングジムを営業する堀様を加えた3社にて共同で利用しておられます。
「食」という仕事に関わる岩本様、原口様の目には、OFFICE DE YASAIはどのように映るのでしょうか？
詳しくお伺いしてい",2025-10-30 11:50:56,5〜10名
60027,ブルースクレイ・ジャパン株式会社,https://www.officedeyasai.jp/interview/bruceclay/,IT・テクノロジー,78,[],[],[],"
## [27] 「ブルースクレイ・ジャパン株式会社」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/bruceclay/

SEOコンサルティングとWeb広告運用を中心に、企業のWebマーケティング戦略立案から実行・改善まで一貫して支援するブルースクレイ・ジャパン株式会社。同社では、スタッフの方々の食事がコンビニや外食中心になっており、栄養バランスの偏りに不安がありました。
今回は、同社が「OFFICE DE YASAI（オフィスで野菜）」の導入に至った背景や、企業として抱えてきた課題感、そして導入によって生まれた効果について、詳しくお話を伺いました。
ブルースクレイ・ジャパン株式会社にインタビュー
ー 会社の事業内容について教えてください。
当社は、広告運用やSEO、クリエイティブ制作など、マーケティング領域を広くカバーしています。米国のグローバルWebマーケティングコンサルティング企業であるBruce Clay Inc（BCI）の日本法人として2008年に設立されま",2025-10-30 11:50:56,51名〜100名
60028,ココカラ 本厚木店（人の森株式会社）,https://www.officedeyasai.jp/interview/cocokara/,飲食・食品,10,"[""食環境を充実させたい"",""従業員の健康的な食事を支援したい""]","[""体作りの指導をするうえで、スタッフの「食事」も正しくしたかった"",""お腹を満たせるもので、かつ健康にも良いものを常備したかった""]","[""コンビニで購入するより安く、カロリーも抑えられる""]","
## [28] 「ココカラ 本厚木店（人の森株式会社）」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/cocokara/

課題
食環境を充実させたい
従業員の健康的な食事を支援したい
決め手
体作りの指導をするうえで、スタッフの「食事」も正しくしたかった
お腹を満たせるもので、かつ健康にも良いものを常備したかった
効果
コンビニで購入するより安く、カロリーも抑えられる
健康的なご飯を購入できる場所を確保できた
運動前後のエネルギー補給にも！
ジムスタッフの健康を支える食事補助
「OFFICE DE YASAI（オフィスで野菜）」を導入いただく企業には、「従業員の健康」について少なからず課題を抱えていることが多くあります。
今回インタビューを行わせていただいた「ココカラ 本厚木店」でも、フィットネスクラブスタッフの食生活や健康意識を変えたいという思いから、「OFFICE DE YASAI（オフィスで野菜）」を導入いただきました。
「ココカラ 本厚木店」では、社員だけで",2025-10-30 11:50:57,51名〜100名
60029,コーナン建設株式会社,https://www.officedeyasai.jp/interview/cohnan/,製造・建設,,[],[],[],"
## [29] 「コーナン建設株式会社」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/cohnan/

このコンテンツはパスワードで保護されています。閲覧するには以下にパスワードを入力してください。
パスワード:
",2025-10-30 11:50:57,101〜500名
60030,コスモスイニシアグループ健康保険組合,https://www.officedeyasai.jp/interview/cosmosinitia/,医療・ヘルスケア,,"[""従業員の健康的な食事を支援したい""]","[""手軽に選べて継続的に利用できる健康的な食の選択肢として最適だと考えた"",""商品へのこだわり"",""あああああああ""]","[""おにぎり＋お惣菜＋「オフィスで野菜」のサラダなどプラス1品でコスパよく栄養あるものを摂ることができるようになった""]","
## [30] 「コスモスイニシアグループ健康保険組合」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/cosmosinitia/

課題
従業員の健康的な食事を支援したい
決め手
手軽に選べて継続的に利用できる健康的な食の選択肢として最適だと考えた
商品へのこだわり
あああああああ
効果
おにぎり＋お惣菜＋「オフィスで野菜」のサラダなどプラス1品でコスパよく栄養あるものを摂ることができるようになった
サラダ、果物、スムージーのみなど企業で自由に注文内容を決めることができる
従業員が健康的な食の選択肢を意識し、正しい知識を身につけるきっかけになった
働き方改革の一環で”食による健康サポート”を導入！
その内容とは？
多くの企業で働き方改革が推進される中、従業員の健康管理を企業がサポートする動きが活発になってきました。中でも「食事」による健康サポートを実施し、従業員の健康と満足度の向上に取り組む企業が増えています。
今回お話を伺ったコスモスイニシアグループ健康保険組合も、",2025-10-30 11:50:57,"501〜1,000名"
60031,株式会社ドクタ―トラスト,https://www.officedeyasai.jp/interview/doctor-trust/,IT・テクノロジー,,"[""食環境を充実させたい"",""従業員の健康的な食事を支援したい"",""健康経営を推進したい""]","[""社内調査の結果、朝食欠食率が高さが判明し、繁忙期の残業時間にはカップ麺の利用する姿が目立っていた。"",""栄養価が計算されており、なおかつ体に良いものを提供しようと考えた。""]","[""カップ麺などの利用がなくなり、燻製卵や味付け卵、飲むヨ―グルトなどを利用するようになった""]","
## [31] 「株式会社ドクタ―トラスト」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/doctor-trust/

課題
食環境を充実させたい
従業員の健康的な食事を支援したい
健康経営を推進したい
決め手
社内調査の結果、朝食欠食率が高さが判明し、繁忙期の残業時間にはカップ麺の利用する姿が目立っていた。
栄養価が計算されており、なおかつ体に良いものを提供しようと考えた。
効果
カップ麺などの利用がなくなり、燻製卵や味付け卵、飲むヨ―グルトなどを利用するようになった
「タンパク質」「カロリ―」など商品を見ながら栄養素の話をしたり、食にとどまらず、健康そのものへの関心が高まってきていると感じた
「福利厚生を使って従業員の健康を」と考える企業は少なくないでしょう。しかし、何から始めれば良いかと悩むことも多いはずです。
今回お話を伺った株式会社ドクタ―トラストは、
企業の健康経営を推進する役割を担っている会社
です。
さまざまな企業に健康経営のアドバイスを行っている株式",2025-10-30 11:50:57,
60032,イーライン矯正歯科,https://www.officedeyasai.jp/interview/e-line_dentalclinic/,医療・ヘルスケア,,"[""食環境を充実させたい"",""従業員満足度を上げたい""]","[""栄養バランス良く、しっかりとした食事が摂れる"",""忙しい日や雨の日に着替えて外出する必要がない""]","[""昼食を持ってくる手間が省けたり、昼食に一品プラスしたりと食事の選択肢が広がった""]","
## [32] 「イーライン矯正歯科」の導入事例 | OFFICE DE YASAI（オフィスで野菜）

**URL:** https://www.officedeyasai.jp/interview/e-line_dentalclinic/

課題
食環境を充実させたい
従業員満足度を上げたい
決め手
栄養バランス良く、しっかりとした食事が摂れる
忙しい日や雨の日に着替えて外出する必要がない
効果
昼食を持ってくる手間が省けたり、昼食に一品プラスしたりと食事の選択肢が広がった
制服を着替えて外に出る必要がなく、天候が悪い時もレンジでチンすればそのまま食べられるので喜ばれている
クリニックこそ健康管理！手間いらず、広がる「食」の選択肢
栄養バランスのよい食事をとって欲しい…
お昼の休憩時に衛生士や他の従業員が食べている食事を見ていると、栄養バランスがよくなさそうな食事をしているように思いました。せっかくであれば、しっかりとした食事を摂って欲しいと思い、「オフィスでごはん」プランの導入を決めました。「オフィスでごはん」プランは、
お惣菜やごはんが届くので、栄養バランス良く、しっかりとし",2025-10-30 11:50:57,5〜10名
